Año,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto
2016,10260,Ejecutiva,Interior,IMPRENTA NACIONAL DE COLOMBIA,Cesar Javier Rodríguez Marín,08/31/2016 12:00:00 AM,UT Software y Servicios Eficientes,Emitida,19875,100 Unidad of Producto - Región Todas - Office 365 - Producto Microsoft Office365PlanE3Open ShrdSvr SubscriptionVL Government OLP 1License NoLevel Qualified Annual Región 1 a 4 Pago Anual Antici 10 Unidad of Producto - Región Todas - Office 365 - Microsoft Office365PlanE5w/oPSTNOpen ShrdSvr SubscriptionVL Government OLP 1License NoLevel Qualified Annual Suscripción anual 1 Licencia por 1 Unidad of IVA,70023534.21,Microsoft,Bogotá,No obligada,ND
2016,10269,Ejecutiva,Ambiente y Desarrollo Sostenible,PARQUES NACIONALES DT. CARIBE,Lixardo Enrique Ballesteros Cerchiaro,09/01/2016 12:00:00 AM,Distracom S.A.,Emitida,18631,5 944 935 Peso (COP) of Combustible Distracom - Santa Marta,5944935.00,Combustible (Nacional),Magdalena,Obligada,ND
2014,1027,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Laura Milena Visbal Cortés,12/19/2014 12:00:00 AM,Unión Temporal Élite,Cerrada,3461,11 Mes of Operario de aseo y cafetería Tiempo Completo - 16 11 Mes of Coordinador de tiempo completo Tiempo Completo - 1 11 Unidad of Bienes de Aseo y Cafetería 1 Unidad of Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of Recargo por dotación especial 1 Unidad of AIU 1 Unidad of IVA 1 Unidad of Gravámenes adicionales 3 Mes of Operario de mantenimiento capacitado para trabajo en alturas Tiempo Completo - 2 1 467 Metro Cuadrado of Servicio de Jardineria 6 620 Metro Cuadrado of Servicio de Fumigación 1 Each of Reajuste Salarial 21 Día of Operario de asaeo y cafeteria Tiempo Completo - 16 21 Día of Cooridnador de tiempo completo Tiempo Completo - 1,397329106.96,Aseo y Cafetería,Bogotá,Obligada,ND
2016,10270,Judicial,Justicia y del Derecho,FISCALIA GENERAL DE LA NACION - SECCIONAL IBAGUE,Norbey Arandia Castro,09/01/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,19499,8 Unidad of PortATIL 15  Asus X540LJ i3 Ng 16 Unidad of Disco Duro Tosh Basic Negr 2T 3 Unidad of ESCANER PRODUCTIVO CON ALIMENTADOR WORKFORCE DS-860,27987400.00,Grandes Superficies,Ibague,No obligada,ND
2016,10272,Ejecutiva,Defensa Nacional,BOYACA - POLICIA METROPOLITANA DE TUNJA,Oscar Antonio Moreno Miranda,09/01/2016 12:00:00 AM,Organización Terpel S.A.,Cerrada,18880,5 010 120 Peso (COP) of Combustible Terpel - Tunja,5010120.00,Combustible (Nacional),Tunja,Obligada,ND
2016,10273,Ejecutiva,Agricultura y Desarrollo Rural,MINAGRICULTURA,Martin Francisco Ortiz Herrera,09/01/2016 12:00:00 AM,La Previsora S.A.,Cerrada,19894,1 Unidad of 221 CAMPEROS Y CAMIONETAS 1500 a 2500c.c. 0 a 9 años 1 Unidad of 231 CAMPEROS Y CAMIONETAS Más de 2500c.c. 0 a 9 años 1 Unidad of 511 AUTOS FAMILIARES Hasta 1500c.c. 0 a 9 años 1 Unidad of 521 AUTOS FAMILIARES 1500 a 2500c.c. 0 a 9 años 1 Unidad of 522 AUTOS FAMILIARES 1500 a 2500c.c. Más de 10 1 Unidad of 612 VEHICULOS PARA SEIS O MAS PASAJEROS Hasta 2500c.c. Más de 10 1 Unidad of 621 VEHICULOS PARA SEIS O MAS PASAJEROS Más de 2500c.c. 0 a 9 años 1 Unidad of 622 VEHICULOS PARA SEIS O MAS PASAJEROS Más de 2500c.c. Más de 10,6454870.00,SOAT II,Bogotá,Obligada,ND
2016,10274,Organismos autónomo o independientes,Educación Nacional,UNIVERSIDAD NACIONAL DE COLOMBIA,Julio César Morales Castañeda,09/01/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Emitida,19652,1 Unidad of AIO 21.5 Lenovob300 Core i5 BL,2389000.00,Grandes Superficies,Bogotá,No obligada,ND
2016,10275,Ejecutiva,Justicia y del Derecho,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE SINCELEJO,Alexander Antonio Diaz Padilla,09/01/2016 12:00:00 AM,Distracom S.A.,Emitida,19890,12 000 000 Peso (COP) of Combustible Distracom - Sincelejo,12000000.00,Combustible (Nacional),Sincelejo,Obligada,ND
2016,10276,Ejecutiva,Defensa Nacional,DESUC PONAL,María Del Pilar Garzón Rueda,09/01/2016 12:00:00 AM,Organización Terpel S.A.,Emitida,15333,10 179 855 Peso (COP) of Combustible Terpel - Sincelejo,10179855.00,Combustible (Nacional),Sincelejo,Obligada,ND
2016,10277,Judicial,Justicia y del Derecho,FISCALIA GENERAL DE LA NACION - SECCIONAL QUINDIO,Magda Patricia Herrera Valencia,09/01/2016 12:00:00 AM,Organización Terpel S.A.,Emitida,19305,4 000 000 Peso (COP) of Combustible Terpel - Armenia,4000000.00,Combustible (Nacional),Armenia Quindio,No obligada,ND
2016,10279,Ejecutiva,Justicia y del Derecho,RECLUSIÓN DE MUJERES DE ARMENIA,Derly Constanza Valderrama Cortes,09/01/2016 12:00:00 AM,PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.,Emitida,19534,1 Unidad of INACTIVE IMPRESORA H.P. COLOR LASERJET PRO M252DW Cod: 8502299,1121285.00,Grandes Superficies,Armenia,Obligada,ND
2016,10282,Ejecutiva,Defensa Nacional,ARCBOLIVAR,Jose Manuel Meza Torres,09/02/2016 12:00:00 AM,Unión Temporal Serviactiva 2014,Emitida,19919,6.3 Mes of R2 - Operario de aseo Tiempo Completo - 25 1 Unidad of R2 - Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of R2 - Recargo por dotación especial 1 Unidad of R2 - AIU 1 Unidad of R2 - IVA 1 Unidad of R2 - Gravámenes adicionales,197307014.00,Aseo y Cafetería,Cartagena,Obligada,ND
2016,10284,Ejecutiva,No Definido,FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA,Guillermo Navarrete Hernandez,09/02/2016 12:00:00 AM,UT UNE-Compufacil,Emitida,19823,30 000 Gigabyte of 2.8-Almacenamiento_para_Backup-Uso_Prolongado-Plata-Tipo 1 - 30000 GB 600 Tareas/mes of 2.1-Tareas_de_Backup-Uso_Prolongado-Plata-Tipo 1 - 600 Tareas 5 Hora of 5.4-Experto_TI_tipo_2--Plata-Tipo 1 - 5 Hora 1 Unidad of IVA 1 Unidad of Gravámenes adicionales,3284117.10,Nube Pública,Bogotá,No obligada,ND
2016,10285,Ejecutiva,Defensa Nacional,DEPARTAMENTO DE POLICIA - CAQUETA,Henry Alejandro Trujillo Ruiz,09/02/2016 12:00:00 AM,Espumados S.A.,Emitida,19895,116 Unidad of Colchón con almohada en espuma de poliuretano NTMD 0081 A5 1 Unidad of IVA,14890715.01,Material de Intendencia,Florencia,Obligada,ND
2016,10286,Ejecutiva,Hacienda y Crédito Público,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Jose Humberto Velez Gutierrez,09/02/2016 12:00:00 AM,IFX Networks Colombia SAS,Emitida,19746,296 Día of 1.7 - Enlace dedicado Internet 128Mbps - Platino - Tipo 1 - 296 Dia 296 Día of 1.134 - Administrador de ancho de banda dedicado para cada canal dedicado y de internet contratado  operado por el proveedor   - Plata - Tipo 2 - 296 Dia 20 Hora of 2.2 - Experto TI Tipo 2  - Platino - Tipo 1 - 20 Hora 296 Día of 1.211 - DNS  - Platino - Tipo 2 - 296 Dia 296 Día of 1.10 - Enlace dedicado 4Mbps - Platino - Tipo 1 - 296 Dia 296 Día of 1.207 - VPN client to site VPN para acceso remoto - 50 - Platino - Tipo 2 - 296 Dia 30 Hora of 2.0 - Migración de Servicios  - Platino - Tipo 1 - 30 Hora 1 Unidad of Instalación 1 Unidad of Valor IVA 1 Unidad of Instalación  170 Día of 1.14 Enlace dedicado 32Mbps Plata Tipo 1  10 Día of 2.2 Experto TI Tipo 2 Plata,77756386.00,Conectividad,Bogotá,Obligada,ND
2016,10289,Ejecutiva,Defensa Nacional,DIRECCION CENTRO DE REHABILITACION INCLUSIVA,Claudia Andrea cano cuesta,09/02/2016 12:00:00 AM,Omar Vanegas Nieto,Cerrada,19931,10 Unidad of kit Clásico Clima Frio De 1 a 100- M 1 Unidad of IVA Total,1424167.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2014,1029,Organismos autónomo o independientes,Transporte,CONSEJO PROFESIONAL NACIONAL DE INGENIERIA,Nubia Rocio Poveda Parra,12/19/2014 12:00:00 AM,MAKRO SUPERMAYORISTA S.A.S,Cerrada,3431,40 Unidad of ENDULZANTE STEVIA BOLSA X 200SOBRES 200 Unidad of INACTIVE AZUCAR BLANCO RIOPAILA 195un X 5g 167 Unidad of INACTIVE CAFE SELLO ROJO 3 unds X 500 g 550 Unidad of INACTIVE TE JAIBEL NARANJA-CANELA SURTIDOS 2unX60g 100 Unidad of INACTIVE TE HINDU X 100 unds 100 Unidad of INACTIVE MEZCLADOR PLASTiCO ARO PQ X 1000 UND,14102463.00,Grandes Superficies,Bogotá,No obligada,ND
2016,10290,Ejecutiva,Defensa Nacional,DIRECCION CENTRO DE REHABILITACION INCLUSIVA,Claudia Andrea cano cuesta,09/02/2016 12:00:00 AM,Fernando Guerrero Caro,Cerrada,19930,10 Unidad of kit Un par de zapatos Calzado De 1 a 100- M 1 Unidad of IVA Total,897376.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10291,Ejecutiva,Defensa Nacional,DIRECCION CENTRO DE REHABILITACION INCLUSIVA,Claudia Andrea cano cuesta,09/02/2016 12:00:00 AM,Fernando Guerrero Caro,Cerrada,19927,4 Unidad of kit Un par de zapatos Calzado De 1 a 100- H 1 Unidad of IVA Total,357707.00,Dotaciones de Vestuario,Bogotá,Obligada,ND
2016,10292,Ejecutiva,Información Estadí­stica,DEPARTAMENTO ADMINISTRATIVO NACIONAL DE ESTADISTICA (DANE),Vilma Esther Jimenez Fuentes,09/02/2016 12:00:00 AM,PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.,Emitida,19595,199 Unidad of INACTIVE PAPEL FOTOCOPIA CARTA EARTH PACK NATURAL RESMA Cod: 8429411 52 Unidad of INACTIVE RESALTADOR VERDE SPEKTRA ERGONOMICO Cod: 8022487 52 Unidad of INACTIVE RESALTADOR ROSADO ERGONOMICO SPEKTRA Cod: 8490875 52 Unidad of INACTIVE RESALTADOR AMARILLO SPEKTRA ERGONOMICO Cod: 8022486 51 Unidad of INACTIVE RESALTADOR NARANJA ERGONOMICO SPEKTRA Cod: 8490874 501 Unidad of INACTIVE BOLIGRAFO NEGRO KILOMETRICO 100 CRISTAL Cod: 8490637 200 Unidad of INACTIVE BOLIGRAFO AZUL BIC CRISTAL UNIDAD Cod: 8078487,2282271.00,Grandes Superficies,Bogotá,Obligada,ND
